SAMPLE_ID,Answer
TEST_072,"재정성과관리는 지출 효율성을 증진하기 위해 재정지출이 달성해야 할 목표를 정확히 설정하고, 이의 달성도를 지속적으로 관리하는 활동입니다. 이는 효율성, 형평성 등 다양한 가치를 통해 평가될 수 있으며, 이를 위해 정부는 각종 측정 수단을 구비하여 계획 대비 집행 성과를 수집하고 이 성과 정보를 환류하여 차년도 예산을 합리적으로 편성하기 위해 노력하고 있습니다.

프로그램 예산체계는 각 부처에서 동질적인 사업의 묶음인 프로그램을 예산 편성 착수 전에 미리 결정하고 성과목표 수준도 함께 정하는 것으로, 프로그램 내의 사업 간 비교 기준이 명확해지고 성과를 중심으로 재정에 환류하기가 용이합니다.

재정성과관리는 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것을 의미합니다. 이는 재정사업의 기획, 집행, 환류, 종료에 이르는 전 과정을 성과 정보를 바탕으로 관리하여, 국민이 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 하는 것을 목표로 합니다.

재정성과관리의 최종 목표는 효율성, 책임성, 투명성을 강화하여 국민이 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 하는 것입니다. 이를 위해 재정정보의 관리 및 공개 플랫폼을 지속적으로 유지하고 발전시켜, 재정정보의 품질을 확보하기 위한 인프라 측면에서의 관리도 필요합니다."
TEST_073,"재정성과관리의 목적은 지출 효율성을 증진하고, 재정지출이 달성해야 할 목표를 정확히 설정하며, 이를 지속적으로 관리하는 것입니다. 이는 효율성, 형평성 등 다양한 가치를 통해 평가될 수 있습니다.

    우리나라의 재정성과관리제도는 2006년 4대 재정개혁을 통해 프로그램 예산제도로 전환되었습니다. 이전에는 최하단의 개별 세부사업을 먼저 설정하고, 매년 사업의 성격을 검토하여 입법과목인 장·관·항으로 묶는 상향 편성 방식을 사용했습니다. 그러나 2006년 이후 프로그램 예산제도를 통해 프로그램 단위의 재정성과관리제도를 정착시켜 운영하고 있습니다.

    프로그램 예산체계는 각 부처에서 동질적인 사업의 묶음인 프로그램을 예산 편성 착수 전에 미리 결정하고, 성과목표 수준도 함께 정하는 것으로, 프로그램 내의 사업 간 비교 기준이 명확해지고 성과를 중심으로 재정에 환류하기가 용이해졌습니다."
TEST_074,"2007년 「국가재정법」이 시행되면서 성과관리 제도는 종합적으로 강화되었습니다. 이전에는 단발적으로 이루어졌던 성과관리 제도가 2007년 이후에는 성과관리 기본 단위, 성과 측정 및 보고 체계를 확립하는 방향으로 발전했습니다. 2015년까지는 평가지표가 11개였으나, 이후에는 4개로 단순화되었습니다. 2018년에는 각 부처가 지표와 배점 기준을 자율적으로 정할 수 있도록 하여, 부처의 자율적인 재정사업 성과관리를 확대했습니다.

2021년 「국가재정법」 개정으로 성과 중심의 재정 운용이 더욱 강화되었습니다. 이 개정으로 인해 성과관리체계가 단순화되었고, 예산과 성과관리의 기계적 연동이 폐지되었습니다. 또한, 합리적 재정사업 구조조정이 이루어져 성과관리 실효성이 제고되었습니다. 이러한 개정은 부처의 자율성을 강화하고, 재정당국의 성과관리 전략성을 강화하는 데 기여했습니다.

2007년과 2021년 「국가재정법」 개정 이후의 주된 목적은 재정성과관리를 결과 지향적으로 운영하여, 국민이 재정의 성과를 쉽게 이해할 수 있도록 하는 것입니다. 이를 통해 재정운영의 투명성을 제고하고, 책임성을 확보하고자 합니다."
TEST_075,"재정사업 자율평가는 재정사업의 효율성과 효과성을 평가하여 지출구조를 조정하고, 평가의 실효성을 제고하기 위한 제도입니다. 재정사업 자율평가는 2006년 국가재정법 제정 이후 여러 차례 개편을 거쳐 왔으며, 현재는 메타 평가와 핵심사업 평가를 통해 주요 핵심 사업에 대한 집중 관리를 실시하고 있습니다.

제도 개선 방식은 다음과 같습니다:

1. 평가표준화: 과기정통부, 행안부 등에서 실시하는 재정사업 평가 대상 평가 기준, 절차, 방법 등을 표준화하고 부담 완화 및 지출 효율화를 위해 노력합니다.
2. 제도 정비: 다기화된 재정사업 평가제도를 통합 및 연계하는 정비 방안을 마련하여 시행합니다.
3. 재정성과관리제도의 의의: 프로그램 단위의 성과관리, 사업 또는 사업군별로 수행되는 평가를 통해 거시적 재정총량 위주의 관리와 개별 부처의 재정 최하단부의 재정사업 관리체계를 연결합니다.
4. 재정사업에 대한 평가: 사업에 대한 등급을 매기거나, 사업에 대한 재원 투입 적정성 및 사업 추진체계를 검토하는 두 가지 측면에서 수행합니다.
5. 재정당국의 역할: 개별 부처 위주의 자율평가가 가지는 한계를 극복하기 위해 다부처 사업군에 대한 심층평가를 수행하여 종합적 개선 방안을 도출합니다.
6. 재정성과관리 개념: 재정성과관리와 재정사업 심층평가를 통해 성과계획서와 보고서를 관리하고, 연간 성과지표와 목표치를 설정하며, 사업효과분석 및 제도 개선을 실시합니다.
7. 재정사업 자율평가와 환류: 전년 대비 평가 확대, 환류 기준 강화, 의무적 지출구조조정 재도입을 통해 강력한 지출구조조정 방향을 제시합니다.

이러한 제도 개선 방식은 재정사업의 효율성과 효과성을 높이고, 재정지출의 최적화를 통해 국가 재정 건전성을 확보하는 데 기여합니다."
TEST_076,"2015년 이전에는 평가 결과 미흡 등급 비율을 강제 배정하고 해당 단위사업에 대한 일률적 삭감을 실시했습니다. 이로 인해 단위 사업 내 성과가 우수한 세부사업이 삭감되는 일도 발생하고, 사업 성격상 구조조정이 어려운 사업의 경우 평가를 통한 환류가 어려웠습니다.

    2016년에는 환류 개선을 통해 평가 대상 사업 전체 예산의 1% 이내에서 부처에서 자율적으로 세출 구조조정을 마련하도록 하고, 우수 등급 사업도 지출 구조조정이 가능하게 했습니다. 또한, 구조조정이 어려운 사업에 대해서는 성과관리 개선대책을 제출하게 했습니다. 이 틀에서 환류가 수행되고 있습니다.

    이러한 환류 개선을 통해 재정관리 합리성을 강화하는 데 초점이 맞춰졌습니다."
TEST_077,"재정관리시스템 구축과 성과관리 개편의 주된 목적은 재정운영의 효율성, 책임성, 투명성을 강화하고, 국민이 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 하는 것입니다. 이를 통해 재정여력을 지속적으로 확보하고, 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하는 것이 목표입니다. 또한, 재정정보의 관리 및 공개 플랫폼을 지속적으로 유지하고 발전시켜, 재정정보의 품질을 확보하기 위한 인프라 측면에서의 관리도 필요합니다."
TEST_078,우리나라는 2011년부터 발생주의 기준을 적용한 국가결산보고서에서 우발부채를 보고하고 있습니다.
TEST_079,"우발부채 관련 주요 쟁점은 다음과 같습니다:

    1. 우발부채 개념 및 용어 사용의 혼란: 우발부채 개념과 용어 사용에 대한 혼란이 있으며, 이를 명확히 정의하고 사용하는 것이 필요합니다.
    2. 우발부채 분류기준 재검토: 우발부채 분류기준을 재검토하여 새로운 분류기준을 정립하는 것이 필요합니다.
    3. 국가결산보고서에서의 우발부채 인식과 공시: 발생주의 회계기준을 적용한 국가결산보고서가 10년간 작성되었으나 우발부채의 인식과 공시는 크게 달라지지 않았습니다. 현재 주석에서 '우발사항 및 약정사항'으로 보고하고 있으며, 재정상태표에는 인식하지 않고 있습니다.
    4. 우발부채 공시: 국가결산보고서에서 우발부채를 재무제표상 부채로 인식하지 않고 주석에 공시하는 것이 적절한지 여부에 대한 논의가 필요합니다.
    5. 우발부채의 체계적 관리: 국제적으로 정부의 채무지속가능성분석(DSA)을 위한 기초자료로 활용되는 등 우발부채의 체계적 관리가 중요해지고 있습니다. 우리나라에서도 이에 대한 체계적 대안이 필요합니다.

    이러한 쟁점들을 해결하기 위해 우발부채 개념과 용어를 명확히 정의하고, 새로운 분류기준을 정립하며, 국가결산보고서의 우발부채 인식과 공시 방식을 개선해야 합니다. 또한, 국제적인 추세에 맞춰 정부의 채무지속가능성 분석을 위한 체계적 관리 대안이 마련되어야 합니다."
TEST_080,"우발부채의 관리는 여러 가지 이유로 중요한 이슈로 여겨집니다. 첫째, 국제기준 재정통계 산출에 발생주의 회계기준이 적용되면서 미래의 다양한 의제의무(constructive obligation)를 포괄하는 우발부채 관리에 대한 중요성이 인식되었습니다. 둘째, 공공부문에서는 재정건전성, 재정 위기 관리 등 다양한 관점에서 우발부채 관리가 중요하게 다뤄져야 할 필요성이 있습니다. 셋째, GFSM2014에서는 ‘명시적 우발부채’와 ‘암묵적 우발부채’로 세분화하여 우발부채 범주를 하위 항목까지 구체적으로 다루고 있습니다. 넷째, 우리나라에서는 2011년부터 발생주의 기준을 적용한 국가결산보고서에서 우발부채를 보고하고 있으나, 용어 사용에 혼란이 있고 분류상 오류가 있는 등 체계적 관리 대안에 대한 논의가 필요한 시점입니다. 마지막으로, 국제적으로 정부의 채무지속가능성분석(DSA)을 위한 기초자료로 활용되는 등 주요하게 인식되는 추세와 비교해 우리나라에서는 아직까지 체계적으로 다뤄지지 않고 있습니다."
TEST_081,"우발부채와 부채의 주요 차이점은 발생 가능성과 인식 기준에 있습니다. 부채는 미래의 발생이 확정된 현재의무로, 경제적 편익이 있는 자원을 유출할 현재의무를 가지고 있음을 확정할 수 있습니다. 반면, 우발부채는 미래의 발생이 불확실한 잠재적 의무로, 과거 거래나 사건으로 발생하였으나 현재로서의 의무 여부를 확정할 수 없는 경우입니다.

우발부채는 하나 또는 그 이상의 조건이 충족되어야 부채로 인식되며, 신뢰성 있는 추정이 불가능한 경우 주석에 공시됩니다. 반면, 부채는 경제적 편익이 있는 자원을 유출할 가능성이 높고 금액을 신뢰성 있게 추정할 수 있어 부채로 인식됩니다.

또한, 우발부채는 재정위험을 발생시키는 구체적 원인이 될 수 있으며, 의도적인 공공정책이나 재정위기와 같이 예기치 못한 사건으로 인해 발생할 수 있습니다. 반면, 부채는 일반적으로 재정 계획과 관리의 일부로 인식됩니다.

요약하자면, 우발부채는 미래의 발생이 불확실한 잠재적 의무로, 부채는 미래의 발생이 확정된 현재의무로 인식됩니다. 또한, 우발부채는 하나 이상의 조건이 충족되어야 부채로 인식되는 반면, 부채는 경제적 편익이 있는 자원을 유출할 가능성이 높고 금액을 신뢰성 있게 추정할 수 있어 부채로 인식됩니다."
TEST_082,"발생주의(accrual basis)와 현금주의(cash basis)는 회계에서 거래를 기록하는 방식에 차이가 있습니다. 발생주의는 경제적 거래가 발생하는 시점, 즉 수익이나 비용이 발생하는 시점에 거래를 기록하는 방식입니다. 예를 들어, 상품 판매 시 판매가 이루어지더라도 실제로 현금 수취가 이루어지지 않았더라도 판매 수익을 인식하는 방식입니다. 반면, 현금주의는 현금 수취나 지급이 이루어지는 시점에 거래를 기록하는 방식입니다. 예를 들어, 상품 판매 시 실제로 현금 수취가 이루어져야 판매 수익을 인식하는 방식입니다.

발생주의는 미래의 경제적 영향을 보다 정확하게 반영할 수 있는 반면, 현금주의는 현재의 현금 흐름을 더 명확하게 파악할 수 있습니다. 발생주의는 주로 기업회계에서, 현금주의는 주로 개인회계에서 많이 사용됩니다."
TEST_083,"채무지속가능성분석(DSA)은 잠재적 재정위기 감지, 예방, 해결을 위한 목적으로 2002년에 도입되었습니다. 이는 국제통화기금(IMF)의 노력으로, 공공부문과 대외채무의 지속가능성을 분석하기 위한 공식적인 체계입니다. 규모 측면에서 우리나라는 아직 저위험 국가로 분류되고 있습니다."
TEST_084,"의제의무(擬制義務, constructive obligation)란 발표된 정부방침 또는 구체적이고 유효한 약속이나 과거의 실무관행 등을 통해 중앙관서 또는 기금이 특정 책임을 부담한다는 것을 표명함으로써 상대방이 그 책임을 이행할 것이라는 정당한 기대를 가지게 되는 경우 발생하는 의무를 말합니다(「충당부채, 우발부채, 우발자산 회계처리지침」, 2018). 이는 정부가 특정 책임을 이행할 것이라는 기대를 만들어내는 상황으로, 상대방이 그 책임을 이행할 것으로 기대하게 되는 의무를 말합니다."
TEST_085,"국제통화기금(IMF)은 재정통계 작성의 국제기준을 제시하기 위해 1986년 재정통계 매뉴얼(Government Finance Statistics Manual, GFSM)을 처음 발간하였으며, 이후 2001년과 2014년 총 2차례의 개정이 있었습니다. 재정통계 매뉴얼의 발간(또는 개정) 연도에 따라 각각 GFSM1986, GFSM2001, GFSM2014로 지칭됩니다(IMF, 2014)."
TEST_086,"계류중인 소송사건은 정부가 원고 또는 피고로 참여한 소송사건 중 아직 최종 판결이 나오지 않은 경우를 말합니다. 이는 정부가 다른 당사자에게 손해나 손실을 청구한 경우(원고)나, 다른 당사자로부터 손해나 손실을 입은 경우(피고)에 해당됩니다. 계류중인 소송사건은 우발자산이 될 수 있으며, 정부가 피고로 참여한 경우 2심 패소 등 자원의 유출 가능성이 매우 높아지면 소송충당부채로 인식될 수 있습니다. 2020회계연도 말 기준으로 정부가 피고인 소송사건의 전체 소송건수는 4,930건으로 전기말에 비해 553건 증가했으며, 전체 소송가액은 8.9조원으로 전기말에 비해 2.3조원 증가했습니다."
TEST_087,"최소운영수입보장(BTO 등) 제도는 주로 BTO 민간투자사업 중 실시협약서 상 추정 수입보다 실제 수입이 미치지 못하는 경우 정부가 최소운영수입을 보장해 주는 제도를 말합니다. 이는 2020회계연도 말 기준으로 16건의 사업에서 적용되었으며, 협약 내용은 <표9>와 같습니다. 이 제도는 도로, 철도, 항만 등 다양한 분야에서 활용되고 있습니다."
TEST_088,"우발부채는 미래의 다양한 의제의무(constructive obligation)를 포괄하는 개념으로, 국가결산보고서에서는 주석에 공시하고 재정상태표에는 인식하지 않습니다. 우발부채는 법적 청구권, 배상금, 미불입 주식자본, 융자 및 기타 채무상품 보증, 일회성 보증, 기타 명시적 우발부채, 암묵적 우발부채 등 다양한 항목으로 분류됩니다.

주석5의 '우발사항 및 약정사항'에는 계류중인 소송사건, 담보제공자산, 지급보증, 중요한 계약사항 등 9가지 항목이 있으며, 가능하면 우발부채 추정금액, 자원의 유출 금액 및 시기 관련 불확실성 정도를 포함합니다.

GFSM2014에서는 우발부채를 명시적 우발부채와 암묵적 우발부채로 세분화하여 분류하고 있습니다. 명시적 우발부채에는 법적 청구권, 융자 및 기타 채무상품 보증, 일회성 보증, 기타 명시적 우발부채가 포함되며, 암묵적 우발부채에는 미래사회보장 급여에 대한 순의무와 기타 암묵적 우발부채가 포함됩니다.

국가결산보고서 재무제표상 주석 항목의 재분류를 제안하면, 지급보증과 담보제공자산은 일회성 보증으로, 계류중인 소송사건(피고), 중요한 계약사항, 최소운영수입보장, 공공손실부담, 공공금융비용 등은 기타 명시적 우발부채로 구분할 수 있습니다."
TEST_089,"GFSM2014에서는 우발부채를 명시적 우발부채와 암묵적 우발부채로 구분합니다. 명시적 우발부채는 규정된 조건 발생 시 경제적 가치의 지급을 요구하는 법적 또는 계약에 의한 금융협정으로, 일회성 보증과 기타 명시적 우발부채로 나뉩니다. 암묵적 우발부채는 법적 또는 계약에 의해 발생하는 것이 아니라 특정 조건이나 사건의 실현으로 인식되며, 미래사회보장급여에 대한 순의무와 기타 암묵적 우발부채로 구분됩니다."
TEST_090,"GFSM은 1986년 첫 발간 이래 총 2차례(2001년, 2014년)의 개정이 있었습니다. 특히, GFSM 2001은 전면 개정을 통해 현재의 발생주의 기준 GFS 체계를 구축하였습니다. 이 개정 목적은 국제통계기준과 부합하도록 더 구체화하기 위함이었습니다."
TEST_091,"표준화 보증은 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증을 말하며, 수출(무역)신용 보증, 환보증, 다양한 종류의 보험(예금, 농작물, 자연재해 등), 농민융자, 모기지론, 학자금융자, 중소기업융자 등이 있습니다. 주로 유사한 특징을 지니고 위험 분산을 목적으로 하는 보증들이 많으며, 보증인은 확률통계에 기반하여 평균손실(채무불이행률)을 추정할 수 있습니다. 이러한 채무불이행률로 인해 공공부문의 우발부채가 아니라 표준화 보증 충당부채로 인식합니다."
TEST_092,"표준화 보증에서 공공부문의 우발부채는 주로 유사한 특징을 지니고 위험 분산을 목적으로 하는 보증들로 인식됩니다. 보증인은 확률통계에 기반하여 평균손실(채무불이행률)을 추정할 수 있으며, 이러한 채무불이행률로 인해 공공부문의 우발부채가 아니라 표준화 보증 충당부채로 인식됩니다. 이는 보증인이 확률통계를 통해 평균손실을 추정하고, 이를 바탕으로 보증에 따른 잠재적 손실을 사전에 준비하여 충당부채로 인식하는 방식입니다."
TEST_093,"재정정책에서 공적보증채무는 공공부문 단위의 채무로, 공공부문 단위가 계약에 의해 지급을 보증하는 공적보증채무(publicly guaranteed debt)에 해당합니다. 이는 한 당사자가 다른 당사자의 미지급에 대한 위험을 부담하는 일회성 보증과 구분됩니다. 공적보증채무는 보증인이 기타 공공부문과 민간부문 단위 기존 채무의 원리금 상환을 보증한다는 점에서 다른 일회성 보증과 구별됩니다.

다른 일회성 보증에는 신용보증, 조건부 '신용 가용성' 보증, 조건부 신용지원 등이 있습니다. 신용보증은 인출하지 않은 자금을 미래에 사용할 수 있도록 해주는 보증으로, 자금이 07로 표시됩니다. 통화관련 파생상품으로는 통화선도, 통화스왑, 매입통화옵션, 매도통화옵션, 환변동보험이 있으며, 이자율관련 파생상품으로는 이자율스왑, 이자율변동보험이 있습니다.

지급보증은 피보증처의 부채에 대해 지급을 보증하는 것으로, 피보증처가 부채를 상환하지 못하는 경우 대신 상환하는 것을 말합니다. 국가의 지급보증 중 보증채무는 원채무자의 상환능력이 없는 경우 국민의 재정부담을 초래할 수 있어 국가채무에 준하는 관리가 필요합니다.

표준화 보증은 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증을 말하며, 수출(무역)신용 보증, 환보증, 다양한 종류의 보험(예금, 농작물, 자연재해 등), 농민융자, 모기지론, 학자금융자, 중소기업융자 등이 있습니다. 주로 유사한 특징을 지니고 위험 분산을 목적으로 하는 보증들이 많으며, 보증인은 확률통계에 기반하여 평균손실(채무불이행률)을 추정할 수 있습니다.

잠재적 법적청구권은 계류 중인 법정 소송사건에서 비롯되는 청구권을, 배상금은 다른 당사자가 입을 수 있는 손실 또는 손상의 위험을 수용하는 약속으로, 예를 들어 정부와 기타 단위 간의 계약에서 발생하는 예기치 못한 조세채무에 따른 배상을 말합니다. 미불입 자본은 주주로 있는 실체(국제금융기관 등)의 요구에 따라 추가 자본을 제공해야 할"
TEST_094,"미래사회보장급여에 대한 순의무는 계약상의 부채는 아니지만, 미래 발생 비용으로 여겨지는 사회보장급여를 의미합니다. 이는 현행법과 규정에 따라 이미 가입자가 획득한 미래 급여의 현재가치에서 현행법과 규정에 따른 사회보장제도의 미래보험료의 순현재가치를 차감한 것을 의미합니다. 이는 고용관련 연금제도를 제외한 사회보장제도의 일부로, 정부 계약상 부채를 초래하지 않는 것으로 간주되며 우발부채로 인식됩니다."
TEST_095,"국가결산보고서와 지방자치단체 회계기준에서 우발부채에 대한 용어 및 회계처리는 다음과 같이 다릅니다:

1. 용어 정의:
   - 국가결산보고서에서는 우발부채를 '충당부채', '우발부채', '우발자산'으로 정의하며, 이는 한국채택국제회계기준(K-IFRS) 또는 국제공공부문회계기준(IPSAS)을 준용합니다. 반면, 지방자치단체 회계기준에서는 '우발상황', '우발손실', '우발이익'으로 정의합니다.

2. 회계처리:
   - 국가결산보고서에서는 우발부채를 재무제표상 부채로 인식하지 않고, 주석에 공시합니다. 이는 의무 이행을 위해 자원이 유출될 가능성이 희박하지 않은 경우입니다. 반면, 지방자치단체 회계기준에서는 우발부채를 재무제표상 재정상태표에 인식할 수도 있습니다. 이는 발생가능성과 금액의 추정가능성에 따라 결정됩니다.

3. 공시:
   - 국가결산보고서에서는 우발부채를 재무제표 주석5 '우발사항 및 약정사항'에 열거하는 수준에 머물러 있습니다. 반면, 지방자치단체 회계기준에서는 우발부채를 재무제표상 재정상태표에 인식할 수 있어, 공시 내용이 더 상세할 수 있습니다.

4. 회계처리지침:
   - 국가결산보고서에서는 「충당부채, 우발부채, 우발자산 회계처리지침」을 운영하여 우발부채의 회계처리를 규정하고 있습니다. 반면, 지방자치단체 회계기준에서는 「지방자치단체 복식부기·재무회계 운영규정」에서 우발부채·우발자산의 회계처리를 규정하고 있습니다.

요약하자면, 국가결산보고서와 지방자치단체 회계기준에서 우발부채에 대한 용어 및 회계처리는 다음과 같이 다릅니다:

- 용어 정의: 국가결산보고서는 '충당부채', '우발부채', '우발자산'을 사용하는 반면, 지방자치단체 회계기준은 '우발상황', '우발손실', '우발이익'을 사용합니다.
- 회계처리: 국가결산보고서는 우"
TEST_096,"우발부채는 미래의 발생이 불확실한 잠재적 의무나 현재의무를 의미하며, 과거 거래나 사건으로 발생하였으나 현재로서는 경제적 편익이 있는 자원을 유출할 현재의무를 가지고 있는지 확인이 되지 않은 '잠재적 의무' 또는 편익이 있는 자원의 유출가능성이 매우 높지 않거나, 금액을 신뢰성 있게 추정할 수 없어 부채로 인식하지 않는 '현재의무'를 말합니다. 우발부채는 미래에 특정 사건(들)이 일어나지 않는 한 발생하지 않는 의무로, 하나 또는 그 이상의 조건이 충족되어야 금융거래로 인식된다는 점에서 '부채'와 차이가 있습니다.

우발부채 관리가 중요한 이유는 재정위험을 발생시키는 구체적 원인이 될 수 있기 때문입니다. 의도적인 공공정책이나 재정위기와 같이 예기치 못한 사건으로 인해 발생할 수 있습니다. 또한, 국제기준 재정통계 산출에 발생주의 회계기준이 적용되면서 미래의 다양한 의제의무를 포괄하는 우발부채 관리에 대한 중요성이 인식되고 있습니다. 공공부문에서는 재정건전성, 재정위기 관리 등 다양한 관점에서 중요하게 다뤄져야 할 필요가 있습니다.

국제적으로 정부의 채무지속가능성분석(DSA)을 위한 기초자료로 활용되는 등 주요하게 인식되는 추세와 비교해 우리나라에서는 아직 체계적으로 다뤄지지 않고 있습니다. 우발부채 개념 및 용어 사용의 혼란, 우발부채 분류기준 재검토, 새로운 분류기준 정립이 필요한 상황입니다."
TEST_097,"보증은 한 당사자가 제3자에게 채무를 이행하지 못할 경우 대신 이행할 것을 약속하는 금융상품을 의미합니다. 보증은 명시적 우발부채의 가장 보편적 형태 중 하나입니다. 모든 보증이 우발부채에 해당하는 것은 아니지만, 파생금융상품 형태의 보증이나 표준화된 보증 제도하에서 설정하는 충당부채 형태의 보증은 재정상태표에 부채로 기록됩니다.

    표준화 보증은 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증을 말합니다. 이는 수출(무역)신용 보증, 환보증, 다양한 보험(예금, 농작물, 자연재해 등), 농민융자, 모기지론, 학자금융자, 중소기업융자 등을 포함합니다. 주로 유사한 특징을 지니고 위험 분산을 목적으로 하는 보증들이 많으며, 보증인은 확률통계에 기반하여 평균손실(채무불이행률)을 추정할 수 있습니다. 이러한 채무불이행률로 인해 공공부문의 우발부채가 아니라 표준화 보증 충당부채로 인식됩니다.

    요약하자면, 보증은 한 당사자가 제3자의 채무를 대신 이행할 것을 약속하는 금융상품이며, 파생금융상품 형태의 보증이나 표준화된 보증 제도하의 보증은 재정상태표에 부채로 기록됩니다. 표준화 보장은 위험 분산을 목적으로 다양한 금융상품을 통해 발행되며, 채무불이행률에 따라 공공부문의 우발부채로 인식됩니다."
