SAMPLE_ID,Answer
TEST_081,"우발부채는 법적 또는 계약상의 의무가 명시되어 있지 않지만, 정부의 정책, 약속, 과거의 실무관행 등을 통해 발생할 가능성이 높은 의무를 의미합니다. 즉, 미래에 발생할 수 있는 의무로, 현재 명시적인 부채로 인식되지 않지만, 발생할 경우 재정적 영향을 미칠 수 있습니다.

    반면, 일반적인 부채는 법적 또는 계약상으로 명확하게 의무가 정해져 있으며, 현재 재정상의 책임으로 인식됩니다. 즉, 현재 존재하는 의무이며, 현재 금액을 정확하게 알 수 있습니다.

    요약하자면, 우발부채는 미래에 발생할 가능성이 있는 의무이고, 부채는 현재 존재하는 의무라는 점에서 차이가 있습니다.


"
TEST_082,"발생주의(accrual basis)는 경제적 거래가 발생하는 시점에 거래를 기록하는 방식입니다. 반면, 현금주의(cash basis)는 현금을 수취하거나 지급한 시점에 거래를 기록하는 방식입니다. 즉, 발생주의는 거래의 발생 시점을 기준으로 하고, 현금주의는 현금의 흐름을 기준으로 합니다.



"
TEST_083,"채무지속가능성분석(DSA)은 잠재적 재정위기 감지, 예방, 해결을 위한 IMF의 노력으로 2002년에 도입되었습니다. 


"
TEST_084,"의제의무(擬制義務, constructive obligation)란 발표된 정부방침 또는 구체적이고 유효한 약속이나 과거의 실무관행 등을 통해 중앙관서 또는 기금이 특정 책임을 부담한다는 것을 표명함으로써 상대방이 그 책임을 이행할 것이라는 정당한 기대를 가지게 되는 경우 발생하는 의무를 말합니다. 


"
TEST_085,"재정통계 작성의 국제기준을 제시하기 위해 국제통화기금(IMF)에서 발간한 매뉴얼은 **재정통계 매뉴얼(GFSM)** 입니다. 


"
TEST_086,"계류중인 소송사건은 법원에서 재판이 진행 중인 소송사건을 의미합니다. 즉, 아직 법원의 최종 판결이 나지 않은 소송사건을 말합니다. 

    원고인 경우와 피고인 경우로 나뉘며, 각각의 경우 소송건수와 소송가액을 포함하여 주요 소송사건에 대한 정보도 공개됩니다. 
    계류중인 소송사건 중 원고가 되는 경우, 정부가 다른 당사자에게 손상 또는 손실에 대해 청구한 소송사건을 의미하며, 이는 우발자산이 될 수 있습니다.



"
TEST_087,"최소운영수입보장(BTO 등) 제도는 주로 BTO 민간투자사업 중 실시협약서 상 추정 수입보다 실제 수입이 미치지 못하는 경우 정부가 최소운영수입을 보장해 주는 제도입니다. 


"
TEST_088,"우발부채는 예상치 못한 상황에 따라 발생하는 부채로, 다음과 같은 사항들이 대표적으로 해당됩니다.

    * **계류 중인 소송 사건:** 정부가 원고 또는 피고로 소송에 연루된 경우, 소송 결과에 따라 정부가 지출 의무를 갖게 될 수 있습니다. 특히, 정부가 피고로 2심 패소 등 자원의 유출 가능성이 높은 경우에는 소송 충당 부채로 공시됩니다.
    * **담보 제공 자산:** 정부가 다른 기관이나 개인에게 토지, 건물, 금융 상품 등을 담보로 제공한 경우, 담보 대상 자산의 가치 하락이나 담보권자의 청구로 인해 정부가 손실을 입을 수 있습니다.
    * **파생 상품 내역:** 정부가 투자나 금융 거래를 위해 파생 상품을 사용하는 경우, 파생 상품의 가격 변동으로 인해 손실이 발생할 수 있습니다.
    * **지급 보증:** 정부가 다른 기관"
TEST_089,"GFSM2014는 우발부채를 크게 명시적(explicit) 우발부채와 암묵적(implicit) 우발부채로 구분합니다. 

    - 명시적 우발부채는 규정된 조건 발생 시 경제적 가치의 지급을 요구하는 법적 또는 계약에 의한 금융 협정으로, '(일회성) 보증'과 '기타 명시적 우발부채'로 구분됩니다. 
    - 암묵적 우발부채는 법적 또는 계약에 의해 발생하는 것이 아니라 특정 조건이나 사건의 실현으로 인식되는 재의무입니다. 


"
TEST_090,"GFSM은 1986년 첫 발간 이래 현재까지 총 2차례(2001년, 2014년)의 개정을 거쳤습니다. 특히, GFSM 2001은 전면 개정을 통해 현재의 발생주의 기준 GFS체계를 구축했습니다. 


"
TEST_091,"표준화 보증은 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증을 말합니다. 수출(무역)신용 보증, 환보증, 다양한 중앙관서의 보증 프로그램 등이 이에 해당합니다.  표준화 보증은 금융자산 및 부채에 포함되지 않지만, 파생상품 평가 손익으로 처리하며, 주석 사항에도 파생상품 내역을 기재해야 합니다. 


"
TEST_092,"표준화 보증은 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증입니다. 이러한 표준화 보증은 충당부채 형태로,  **재정상태표에 부채로 기록**됩니다. 즉, 표준화 보증은 공공부문의 우발부채로 인식되어 재정상태표에 반영됩니다. 


"
TEST_093,"재정정책에서 공적보증채무와 다른 일회성 보증은 보증 대상의 특징에서 구분됩니다. 

    공적보증채무는 공공부문 단위가 계약에 의해 다른 공공부문 또는 민간부문 단위의 채무를 보증하는 경우를 말합니다. 즉, 보증 대상이 기존 채무의 원리금 상환을 보증하는 것이 특징입니다. 반면, 다른 일회성 보증은 개별적인 보증 계약을 통해 특정 사건 발생 시 지급을 보증하는 경우를 의미합니다. 

    이러한 차이점 때문에 공적보증채무는 재정정책 및 분석에서 중요하게 다루는 대상이 되는 반면, 다른 일회성 보증은 보증 대상의 특성에 따라 우발부채로 분류될 수 있습니다. 


"
TEST_094,"미래사회보장급여에 대한 순의무는 현행법과 규정에 따라 이미 가입자가 획득한 미래 급여의 현재가치에서 현행법과 규정에 따른 사회보장제도의 미래보험료의 순현재가치를 차감한 것을 의미합니다. 즉, 현재 가입자들이 미래에 받을 사회보장급여의 현재 가치와 미래에 납부해야 할 보험료의 현재 가치를 비교하여, 사회보장제도가 현재에서 얼마나 부담을 가지고 있는지를 나타내는 지표입니다.



"
TEST_095,"국가결산보고서와 지방자치단체 회계기준에서 우발부채에 대한 용어 및 회계처리가 다릅니다. 

    * **국가결산보고서**: 국가회계기준에 따라 작성되며, 우발부채를 재무제표상 부채로 인식하지 않습니다. 대신, 주석 11에 의무 이행 가능성이 희박하지 않은 한 우발부채를 공시합니다. 

    * **지방자치단체 회계기준**: 지방자치단체 회계기준에 따라 작성되며, 우발부채를 재무제표상 재정상태표에 인식하는 경우도 있습니다. 발생 가능성과 금액의 추정 가능성에 따라 결정됩니다. 즉, 중앙정부와 달리 지방정부는 우발부채를 재무제표에 포함시킬 수 있습니다.

    요약하자면, 중앙정부(국가결산보고서)는 우발부채를 재무제표에 반영하지 않고 주석에 공시하는"
TEST_096,"우발부채는 미래에 특정 사건이 발생하지 않으면 발생하지 않는 의무로, 하나 또는 그 이상의 조건이 충족되어야 금융거래로 인식됩니다. 즉, 현재의무로 인식되지 않지만, 특정 조건이 충족되면 발생할 가능성이 있는 잠재적 의무를 의미합니다.

    우발부채 관리가 중요한 이유는 다음과 같습니다.

    1. 재정위험 발생 원인: 우발부채는 재정위험의 구체적인 원인이 될 수 있습니다. 예상치 못한 사건이나 재정위기로 인해 우발부채가 부채로 인식되어 재정 건전성에 악영향을 미칠 수 있습니다.

    2. 발생주의 기준 적용: 국제기준 재정통계 산출에 발생주의(accrual basis) 회계기준이 적용되면서 미래의 다양한 의무를 포괄하는 우발부채 관리가 더욱 중요해졌습니다.

    3. 공공부문의 중요성: 기업회계에서는"
TEST_097,"보증은 한 당사자가 다른 당사자의 채무를 불이행할 경우에 대비하여 지급 의무를 부담하는 확약입니다. 

    다음과 같은 형태의 보증은 재정상태표에 부채로 기록됩니다:

    * **파생금융상품 형태의 보증**: 예를 들어, 신용부도 스왑(CDS) 등 파생금융상품을 통해 제공되는 보증은 재정상태표에 부채로 기록됩니다.
    * **표준화된 보증**: 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행되는 보증입니다. 수출(무역)신용 보증, 환보증, 다양한 정부 지원 프로그램 등이 이에 해당합니다.

    표준화 보증은 대규모로 발행되며, 일반적으로 수출(무역)신용 보증, 환보증, 다양한 정부 지원 프로그램 등과 같은 목적으로 발행됩니다. 이러한 보증은 특정 기업이나 프로젝트에 대한 위험을 분"
